"venue_name","venue_city","venue_state","venue_capacity","total_events","prime_night_events","off_night_events","prime_night_share","off_night_share"
"Mickey's Black Box","Lititz","Pennsylvania",0,38,22,16,57.89,42.11
"Skyway Theater","Minneapolis","Minnesota",2500,95,55,40,57.89,42.11
"Kulturens hus - Stora salen","Luleå",NULL,NULL,38,22,16,57.89,42.11
"Metro Center","Rockford","Illinois",8000,38,22,16,57.89,42.11
"Great Hall, Avant Gardner","New York","New York",0,38,22,16,57.89,42.11
"The Beehive Social Club","Salt Lake City","UT",300,57,33,24,57.89,42.11
"Oak Ridge Farm","Arrington","Virginia",0,209,121,88,57.89,42.11
"Patchogue Theatre for the Performing Arts","Patchogue","New York",0,38,22,16,57.89,42.11
"Alte Hackerei","Karlsruhe",NULL,NULL,57,33,24,57.89,42.11
"Babylon","Istanbul",NULL,600,76,44,32,57.89,42.11
"Kansas Expocentre","Topeka","Kansas",0,38,22,16,57.89,42.11
"TCU Place","Saskatoon","SK",NULL,38,22,16,57.89,42.11
"Liquid Joe's","Salt Lake City","Utah",0,38,22,16,57.89,42.11
"Live Club","Trezzo sull'Adda",NULL,NULL,38,22,16,57.89,42.11
"Orion Amphitheater","Huntsville","Alabama",0,133,77,56,57.89,42.11
"Paramount Theatre","Huntington","NY",1500,228,132,96,57.89,42.11
"O'Malley's Sports Bar","Margate","FL",NULL,38,22,16,57.89,42.11
"Atlanta Symphony Hall","Atlanta","GA",NULL,133,77,56,57.89,42.11
"Majestic Theatre","Detroit","MI",1000,304,176,128,57.89,42.11
"Hard Club","Porto",NULL,NULL,133,77,56,57.89,42.11
"Oakland Metro Operahouse","Oakland","California",0,178,103,75,57.87,42.13
"The Rino","North Kansas City","MO",NULL,121,70,51,57.85,42.15
"Heirloom Arts Theatre","Danbury","Connecticut",0,102,59,43,57.84,42.16
"Chain Reaction","Los Angeles","California",0,83,48,35,57.83,42.17
"The Astro Amphitheater","La Vista","Nebraska",0,83,48,35,57.83,42.17
"Intersection","Grand Rapids","MI",NULL,275,159,116,57.82,42.18
"The Lantern","Halifax",NULL,NULL,64,37,27,57.81,42.19
"Constellation Room at the Observatory","Santa Ana","CA",NULL,545,315,230,57.80,42.20
"CONSOL Energy Center","Pittsburgh","Pennsylvania",0,109,63,46,57.80,42.20
"The Fillmore Philadelphia","Philadelphia","Pennsylvania",0,1289,745,544,57.80,42.20
"Skully's Music Diner","Columbus","OH",800,244,141,103,57.79,42.21
"La Trastienda Club","Montevideo",NULL,NULL,45,26,19,57.78,42.22
"First Interstate Center for the Arts","Spokane","Washington",0,45,26,19,57.78,42.22
"La Belle Electrique","Grenoble",NULL,NULL,180,104,76,57.78,42.22
"Yellow Arch Studios","Sheffield",NULL,NULL,45,26,19,57.78,42.22
"Jack's Bar","San Antonio","TX",NULL,45,26,19,57.78,42.22
"The Waypost","Portland","OR",NULL,45,26,19,57.78,42.22
"Aylesbury Waterside Theatre","Aylesbury",NULL,NULL,45,26,19,57.78,42.22
"Capital Ale House","Richmond","Virginia",0,45,26,19,57.78,42.22
"Maui Arts & Cultural Center","Honolulu","Hawaii",0,45,26,19,57.78,42.22
"Carver-Hawkeye Arena, University of Iowa","Iowa City","Iowa",15500,45,26,19,57.78,42.22
"Archetype","Jacksonville","FL",NULL,45,26,19,57.78,42.22
"Century Bar","Philadelphia","PA",NULL,45,26,19,57.78,42.22
"Webster Hall","New York (NYC)","NY",1500,270,156,114,57.78,42.22
"The Loft","Southampton",NULL,NULL,45,26,19,57.78,42.22
"Musical Dome","Cologne",NULL,NULL,45,26,19,57.78,42.22
"O2 Academy Leeds","Leeds",NULL,2700,379,219,160,57.78,42.22
"McDonald Theatre","Eugene","OR",NULL,116,67,49,57.76,42.24
"CenturyLink Center","Shreveport","Louisiana",0,142,82,60,57.75,42.25
"O2 Institute2 Birmingham","Birmingham",NULL,600,71,41,30,57.75,42.25
"Yoshi's Jazz Club, Oakland","Oakland","CA",325,819,473,346,57.75,42.25
"Valley View Casino Center","San Diego","CA",NULL,71,41,30,57.75,42.25
"60er Jahre Halle, Faust","Hannover",NULL,NULL,71,41,30,57.75,42.25
"St. James Theatre","New York","New York",1710,142,82,60,57.75,42.25
"Kaserne Basel","Basel",NULL,NULL,97,56,41,57.73,42.27
"Sunshine Studios","Colorado Springs","Colorado",0,97,56,41,57.73,42.27
"The Viper Room","West Hollywood","CA",250,220,127,93,57.73,42.27
"PPL Center","Allentown","Pennsylvania",0,149,86,63,57.72,42.28
"Snug Harbor","Charlotte","NC",NULL,123,71,52,57.72,42.28
"Musica","Akron","Ohio",350,201,116,85,57.71,42.29
"Oakland Arena","Oakland","California",0,617,356,261,57.70,42.30
"Bismarck Event Center","Bismarck","ND",NULL,26,15,11,57.69,42.31
"StageOne","Fairfield","CT",NULL,26,15,11,57.69,42.31
"Landmark Theatre","Syracuse","NY",NULL,26,15,11,57.69,42.31
"State Theater","Minneapolis","Minnesota",2181,26,15,11,57.69,42.31
"Myth Nightclub","Jacksonville","FL",NULL,52,30,22,57.69,42.31
"Park Theater, Park MGM","Las Vegas","Nevada",0,52,30,22,57.69,42.31
"The Milk Bar","Jacksonville","Florida",0,52,30,22,57.69,42.31
"Ruffed Up Duck","Laramie","WY",NULL,26,15,11,57.69,42.31
"Total Drag Records","Sioux Falls","SD",80,26,15,11,57.69,42.31
"Lafayette Cajundome","Lafayette","Louisiana",13500,26,15,11,57.69,42.31
"The City Center","Champaign","Illinois",0,26,15,11,57.69,42.31
"533 Uprisings","Winston-Salem","North Carolina",0,26,15,11,57.69,42.31
"Signal Kitchen","Burlington","Vermont",0,26,15,11,57.69,42.31
"The Axis - Planet Hollywood Resort & Casino","Las Vegas","Nevada",0,26,15,11,57.69,42.31
"Ernest N. Morial Convention Center","New Orleans","Louisiana",0,26,15,11,57.69,42.31
"Swedish American Hall","San Francisco","CA",NULL,104,60,44,57.69,42.31
"The Sound","Del Mar","CA",1900,26,15,11,57.69,42.31
"Fiftyonewest","Tempe","Arizona",137,26,15,11,57.69,42.31
"Fleetboston Pavilion","Boston","Massachusetts",0,26,15,11,57.69,42.31
"Café Carina","Vienna",NULL,NULL,26,15,11,57.69,42.31
"Caravan Music Club","Oakleigh South","VIC",NULL,26,15,11,57.69,42.31
"Unknown venue","Bochum",NULL,NULL,26,15,11,57.69,42.31
"Palace Theatre, Playhouse Square Center","Cleveland","Ohio",0,26,15,11,57.69,42.31
"Guildhall","Preston",NULL,NULL,26,15,11,57.69,42.31
"Garsington Opera","High Wycombe",NULL,NULL,26,15,11,57.69,42.31
"Thomas Street Tavern","Charlotte","NC",NULL,26,15,11,57.69,42.31
"World Famous Doll Hut","Anaheim","CA",NULL,26,15,11,57.69,42.31
"Orange Club","Kiel",NULL,NULL,26,15,11,57.69,42.31
"89th Street - OKC","Oklahoma City","OK",NULL,26,15,11,57.69,42.31
"Lucky You Tattoo","St Petersburg","FL",NULL,26,15,11,57.69,42.31
"Purdue University","West Lafayette","Indiana",0,26,15,11,57.69,42.31
"South Stage, Songbirds Gujitar Museum","Chattanooga","TN",NULL,26,15,11,57.69,42.31
"Modjeska Theater","Milwaukee","Wisconsin",0,26,15,11,57.69,42.31
"The Bee - Publika","Kuala Lumpur",NULL,NULL,26,15,11,57.69,42.31
"Indiana Convention Center","Indianapolis","Indiana",0,52,30,22,57.69,42.31
"Crested Butte Center for the Arts","Crested Butte","CO",NULL,26,15,11,57.69,42.31
"La Boom","Woodside","NY",NULL,26,15,11,57.69,42.31
"The Miramar Theatre","Milwaukee","Wisconsin",0,26,15,11,57.69,42.31
"The Great Allentown Fair","Allentown","Pennsylvania",0,26,15,11,57.69,42.31
"Race Street Live","Holyoke","Massachusetts",0,26,15,11,57.69,42.31
"Burl's Creek Event Grounds","Oro-Medonte","ON",NULL,26,15,11,57.69,42.31
"Motorpoint Arena","Sheffield",NULL,13500,26,15,11,57.69,42.31
"Indiana State Fairgrounds","Indianapolis","IN",NULL,26,15,11,57.69,42.31
"Espace Ligeria","Montlouis-sur-Loire",NULL,NULL,26,15,11,57.69,42.31
"Forum Melbourne","Melbourne","VIC",NULL,215,124,91,57.67,42.33
"Gas Monkey Bar N' Grill","Dallas","TX",NULL,189,109,80,57.67,42.33
"State Street Pub","Indianapolis","IN",NULL,85,49,36,57.65,42.35
"Fine Line Music Cafe","Minneapolis","MN",750,392,226,166,57.65,42.35
"The Siren","Morro Bay","CA",NULL,229,132,97,57.64,42.36
"Center Stage Theater","Atlanta","GA",1100,229,132,97,57.64,42.36
"Dabadaba","San Sebastián",NULL,NULL,177,102,75,57.63,42.37
"Beachland Ballroom and Tavern","Cleveland","Ohio",0,118,68,50,57.63,42.37
"Canadian Tire Centre","Ottawa","ON",20500,59,34,25,57.63,42.37
"Pipeline Cafe","Honolulu","Hawaii",0,151,87,64,57.62,42.38
"C'mon Everybody","Brooklyn","NY",NULL,243,140,103,57.61,42.39
"Gloucester Guildhall","Gloucester",NULL,400,92,53,39,57.61,42.39
"Kk's Steel Mill","Wolverhampton",NULL,NULL,92,53,39,57.61,42.39
"Santa Monica Civic Auditorium","Santa Monica","California",0,250,144,106,57.60,42.40
"Town Ballroom","Buffalo","NY",NULL,283,163,120,57.60,42.40
"O2 Academy Bournemouth","Bournemouth",NULL,1800,125,72,53,57.60,42.40
"Paramount Theatre","Austin","TX",NULL,125,72,53,57.60,42.40
"Belcourt Taps","Nashville","TN",NULL,125,72,53,57.60,42.40
"Unknown venue","Byron Bay","NSW",NULL,33,19,14,57.58,42.42
"Volkstheater Millowitsch","Cologne",NULL,NULL,33,19,14,57.58,42.42
"Aces and Eights Saloon Bar","London",NULL,NULL,66,38,28,57.58,42.42
"La Salle Des Fetes","Bordeaux",NULL,NULL,33,19,14,57.58,42.42
"Cartuja Center Cite","Seville",NULL,NULL,33,19,14,57.58,42.42
"ShoWare Center","Kent","WA",NULL,33,19,14,57.58,42.42
"Palmer Events Center","Austin","Texas",0,33,19,14,57.58,42.42
"Säälchen","Berlin",NULL,NULL,33,19,14,57.58,42.42
"Outdoor Stage, Northern Quest Casino","Airway Heights","Washington",1300,33,19,14,57.58,42.42
"The Mash House","Edinburgh",NULL,NULL,165,95,70,57.58,42.42
"Alice Tully Hall, Lincoln Center","New York","NY",NULL,33,19,14,57.58,42.42
"Trumbullplex","Detroit","MI",NULL,33,19,14,57.58,42.42
"Bernie's Beach Bar","Hampton","NH",NULL,33,19,14,57.58,42.42
"Slagelse Musikhus, Badeanstalten","Slagelse",NULL,NULL,33,19,14,57.58,42.42
"Unknown venue","Geneva",NULL,NULL,66,38,28,57.58,42.42
"Crown Theatre","Fayetteville","North Carolina",0,33,19,14,57.58,42.42
"Mahaffey Theater, Duke Energy Center for the Arts","St Petersburg","FL",NULL,33,19,14,57.58,42.42
"Le Centquatre-Paris (104)","Paris",NULL,800,33,19,14,57.58,42.42
"Club de Ville","Austin","Texas",0,33,19,14,57.58,42.42
"The Foundry Concert Club","Lakewood","OH",NULL,33,19,14,57.58,42.42
"Macon City Auditorium","Macon","Georgia",2688,66,38,28,57.58,42.42
"Albert Hall","Manchester",NULL,550,304,175,129,57.57,42.43
"Glad Café","Glasgow",NULL,NULL,139,80,59,57.55,42.45
"Saint Louis Music Park, Centene Community Ice Center","Maryland Heights","Missouri",4500,212,122,90,57.55,42.45
"The State Room","Salt Lake City","UT",300,325,187,138,57.54,42.46
"The Anthem","Washington","DC",6000,358,206,152,57.54,42.46
"The Exchange","Regina","SK",NULL,73,42,31,57.53,42.47
"Haus Auensee","Leipzig",NULL,2500,146,84,62,57.53,42.47
"Gothic Theatre","Englewood","CO",1100,438,252,186,57.53,42.47
"The Queen's Hall","Edinburgh",NULL,900,153,88,65,57.52,42.48
"The Factory in Deep Ellum","Dallas","Texas",4300,379,218,161,57.52,42.48
"The Sylvee","Madison","WI",NULL,193,111,82,57.51,42.49
"Tonhalle München (im Werksviertel Mitte)","Munich",NULL,NULL,40,23,17,57.50,42.50
"Dirty Dog Bar","Austin","TX",NULL,120,69,51,57.50,42.50
"Triple Nickel Tavern","Colorado Springs","CO",NULL,40,23,17,57.50,42.50
"Stereo Plaza","Kyiv (Kiev)",NULL,NULL,40,23,17,57.50,42.50
"Bottom of the Hill","San Francisco","CA",275,600,345,255,57.50,42.50
"The Flying Duck","Glasgow",NULL,NULL,40,23,17,57.50,42.50
"Notsuoh","Houston","TX",NULL,40,23,17,57.50,42.50
"The Roxy Theatre","Denver","Colorado",0,80,46,34,57.50,42.50
"Stereo Wonderland","Cologne",NULL,NULL,40,23,17,57.50,42.50
"Whisky A Go Go","West Hollywood","CA",500,588,338,250,57.48,42.52
"Fonda Theatre","Hollywood","CA",1300,388,223,165,57.47,42.53
"Rockwood Music Hall Stage 1","New York","NY",NULL,174,100,74,57.47,42.53
"Levitt Pavilion Denver","Denver","Colorado",7500,87,50,37,57.47,42.53
"West Palm Beach Auditorium","West Palm Beach","Florida",0,87,50,37,57.47,42.53
"Castle & Falcon","Birmingham",NULL,NULL,174,100,74,57.47,42.53
"Prophet Bar Elm Street","Dallas","TX",NULL,134,77,57,57.46,42.54
"Cape Cod Melody Tent","Hyannis","Massachusetts",2300,235,135,100,57.45,42.55
"Knitting Factory","Brooklyn","NY",300,658,378,280,57.45,42.55
"Leisureland","Galway",NULL,NULL,47,27,20,57.45,42.55
"Diamond Ballroom","Oklahoma City","OK",NULL,141,81,60,57.45,42.55
"The Pocket","Washington","DC",70,47,27,20,57.45,42.55
"Chevy Court, New York State Fairgrounds","Syracuse","New York",0,148,85,63,57.43,42.57
"Kwadrat","Krakow",NULL,NULL,108,62,46,57.41,42.59
"Elbphilharmonie","Hamburg",NULL,NULL,54,31,23,57.41,42.59
"Gold Diggers","Los Angeles","CA",NULL,54,31,23,57.41,42.59
"The Trades Club","Hebden Bridge",NULL,200,176,101,75,57.39,42.61
"The Crocodile's Second Stage","Seattle","WA",NULL,115,66,49,57.39,42.61
"Clay's Park Resort","North Lawrence","Ohio",0,176,101,75,57.39,42.61
"The Marquis Theater","Denver","CO",157,427,245,182,57.38,42.62
"Bridgestone Arena","Nashville","TN",NULL,244,140,104,57.38,42.62
"Bar Loose","Helsinki",NULL,NULL,61,35,26,57.38,42.62
"JUZ Explosiv","Graz",NULL,NULL,61,35,26,57.38,42.62
"Sidecar","Barcelona",NULL,250,122,70,52,57.38,42.62
"Showbox SoDo","Seattle","WA",NULL,413,237,176,57.38,42.62
"Slim's","San Francisco","CA",500,333,191,142,57.36,42.64
"El Rey Theatre","Los Angeles (LA)","CA",700,129,74,55,57.36,42.64
"Mary Jane's Fat Cat","Houston","Texas",0,68,39,29,57.35,42.65
"Main Event","Toledo","Ohio",0,68,39,29,57.35,42.65
"The Vic","Chicago","Illinois",1000,68,39,29,57.35,42.65
"Bottom Lounge","Chicago","Illinois",0,1465,840,625,57.34,42.66
"Music Room, Smith's Olde Bar","Atlanta","GA",NULL,75,43,32,57.33,42.67
"Revolution Concert House + Event Center","Garden City","Idaho",0,89,51,38,57.30,42.70
"Button Factory","Dublin",NULL,NULL,220,126,94,57.27,42.73
"Gibson Amphitheatre, Universal Studios Hollywood","Los Angeles","California",0,557,319,238,57.27,42.73
"Tennessee Theatre","Knoxville","TN",NULL,110,63,47,57.27,42.73
"The Zoo Amphitheatre","Oklahoma City","Oklahoma",7000,496,284,212,57.26,42.74
"Mercy Lounge","Nashville","TN",500,400,229,171,57.25,42.75
"Scottrade Center","St Louis","Missouri",0,276,158,118,57.25,42.75
"Iridium","New York","NY",NULL,456,261,195,57.24,42.76
"The Wayfarer","Costa Mesa","CA",NULL,395,226,169,57.22,42.78
"Rhythm Room","Phoenix","AZ",600,374,214,160,57.22,42.78
"Revolution Hall","Portland","OR",NULL,278,159,119,57.19,42.81
"White Oak Music & Arts (WOMA)","Van Nuys","CA",0,21,12,9,57.14,42.86
"Dickies Arena","Fort Worth","TX",14000,35,20,15,57.14,42.86
"Country Music Hall of Fame and Museum","Nashville","Tennessee",0,21,12,9,57.14,42.86
"Washington Avenue Armory","Albany","New York",0,84,48,36,57.14,42.86
"Adair's Saloon","Dallas","TX",NULL,28,16,12,57.14,42.86
"IDL Ballroom","Tulsa","Oklahoma",0,28,16,12,57.14,42.86
"Private Venue","Austin","Texas",0,21,12,9,57.14,42.86
"Meridian","Houston","Texas",0,168,96,72,57.14,42.86
"The Middle East","Cambridge","MA",NULL,21,12,9,57.14,42.86
"Private Venue","San Diego","California",0,21,12,9,57.14,42.86
"Championship Sports Bar & Grill","Trenton","New Jersey",0,28,16,12,57.14,42.86
"Off Ramp Cafe","Seattle","Washington",0,21,12,9,57.14,42.86
"Halle aux Grains","Toulouse",NULL,NULL,21,12,9,57.14,42.86
"Hill Auditorium","Detroit","Michigan",0,35,20,15,57.14,42.86
"The Low Beat","Albany","NY",NULL,42,24,18,57.14,42.86
"Black Circle Brewing","Indianapolis","IN",NULL,98,56,42,57.14,42.86
"Atlanta Civic Center","Atlanta","Georgia",0,84,48,36,57.14,42.86
"The Louisville Palace Presented By Cricket Wireless","Louisville","KY",NULL,21,12,9,57.14,42.86
"MacEwan Hall, University of Calgary","Calgary","AB",NULL,70,40,30,57.14,42.86
"Unknown venue","Genoa",NULL,NULL,21,12,9,57.14,42.86
"Kodak Hall at Eastman Theatre","Rochester","New York",2326,21,12,9,57.14,42.86
"Lyric Opera House","Baltimore","MD",NULL,21,12,9,57.14,42.86
"Globe Iron","Cleveland","Ohio",0,28,16,12,57.14,42.86
"Unknown venue","Aalborg",NULL,NULL,21,12,9,57.14,42.86
"Show Me Center","Cape Girardeau","Missouri",7600,70,40,30,57.14,42.86
"The Listening Room","Grand Rapids","MI",200,49,28,21,57.14,42.86
"Departamento","Mexico City",NULL,NULL,21,12,9,57.14,42.86
"Palace Concert Theater","Providence","Rhode Island",0,21,12,9,57.14,42.86
"Sidney's Saloon","New Orleans","LA",NULL,28,16,12,57.14,42.86
"Koot's (Chilkoot Charlie's)","Anchorage","AK",0,21,12,9,57.14,42.86
"Center for the Arts of Homer","Homer","NY",NULL,112,64,48,57.14,42.86
"Silverstein Eye Centers Arena","Independence","Missouri",0,35,20,15,57.14,42.86
"Under the Couch","Atlanta","Georgia",0,35,20,15,57.14,42.86
"The Joint at the Hard Rock Hotel","Las Vegas","Nevada",0,70,40,30,57.14,42.86
"Klein Memorial Auditorium (The Klein)","Bridgeport","Connecticut",0,21,12,9,57.14,42.86
"The International","Knoxville","TN",NULL,28,16,12,57.14,42.86
"Expo Idaho","Garden City","Idaho",0,28,16,12,57.14,42.86
"Erie Insurance Arena","Erie","PA",NULL,21,12,9,57.14,42.86
"Palazzo Dello Sport","Rome",NULL,NULL,21,12,9,57.14,42.86
"Bismarck Event Center","Bismarck","North Dakota",0,56,32,24,57.14,42.86
"Lowther Pavilion","Lytham St. Annes",NULL,457,21,12,9,57.14,42.86
"Tuxedo Junction","Danbury","CT",0,21,12,9,57.14,42.86
"Kultur- und Kongresszentrum Gera","Gera",NULL,NULL,28,16,12,57.14,42.86
"Hodi's Half Note","Fort Collins","Colorado",0,63,36,27,57.14,42.86
"Palladium Theater","St Petersburg","FL",NULL,21,12,9,57.14,42.86
"Smith Public Trust","Washington","DC",100,21,12,9,57.14,42.86
"York Fairgrounds","York","Pennsylvania",0,63,36,27,57.14,42.86
"Quarterhouse","Folkestone",NULL,495,21,12,9,57.14,42.86
"Sofar Sounds Boston","Boston","MA",NULL,21,12,9,57.14,42.86
"Queen Margaret Union (QMU)","Glasgow",NULL,900,91,52,39,57.14,42.86
"Old National Events Plaza","Evansville","IN",NULL,35,20,15,57.14,42.86
"Sala Koncertowa NOSPR","Katowice",NULL,NULL,28,16,12,57.14,42.86
"Faust","Hannover",NULL,NULL,42,24,18,57.14,42.86
"Southgate House","Cincinnati","Ohio",0,35,20,15,57.14,42.86
"Icc Sydney Theatre","Sydney","NSW",NULL,28,16,12,57.14,42.86
"Unknown venue","Leeuwarden",NULL,NULL,35,20,15,57.14,42.86
"Wurlitzer Ballroom","Madrid",NULL,NULL,105,60,45,57.14,42.86
"Bold Point Park","East Providence","RI",0,21,12,9,57.14,42.86
"Saint Louis Music Park","St Louis","Missouri",0,56,32,24,57.14,42.86
"Melodka","Brno",NULL,NULL,56,32,24,57.14,42.86
"Raleigh Memorial Auditorium","Raleigh","North Carolina",0,28,16,12,57.14,42.86
"W.L. Lyons Brown Theatre","Louisville","Kentucky",0,28,16,12,57.14,42.86
"Paris Las Vegas","Las Vegas","Nevada",0,35,20,15,57.14,42.86
"Stanley's Pub","Cincinnati","OH",NULL,35,20,15,57.14,42.86
"Banita Creek Hall","Nacogdoches","Texas",0,28,16,12,57.14,42.86
"Boozerz Rock Bar","Corpus Christi","TX",NULL,21,12,9,57.14,42.86
"Diamond Pub Concert Hall","Louisville","Kentucky",0,70,40,30,57.14,42.86
"Canopy Club","Urbana","IL",NULL,112,64,48,57.14,42.86
"Parkteateret","Oslo",NULL,NULL,21,12,9,57.14,42.86
"State Theatre","St Petersburg","FL",NULL,42,24,18,57.14,42.86
"Music Hall","Houston","Texas",0,21,12,9,57.14,42.86
"Banks St. Bar","New Orleans","LA",NULL,21,12,9,57.14,42.86
"Animas City Theatre","Durango","CO",NULL,161,92,69,57.14,42.86
"Media Rerun","Murfreesboro","TN",NULL,42,24,18,57.14,42.86
"Minnesota State Fairgrounds","Saint Paul","Minnesota",0,21,12,9,57.14,42.86
"Round Chapel","London",NULL,425,21,12,9,57.14,42.86
"Rough Trade","Bristol",NULL,NULL,35,20,15,57.14,42.86
"Cameo Theatre","Miami Beach","Florida",1350,42,24,18,57.14,42.86
"Thee Imperial","Jacksonville","Florida",0,84,48,36,57.14,42.86
"The Mark","Moline","Illinois",9200,49,28,21,57.14,42.86
"Fiddlers","Bedminster",NULL,NULL,21,12,9,57.14,42.86
"Mecu Pavilion","Baltimore","Maryland",0,98,56,42,57.14,42.86
"Calvin Theatre & Performing Arts Center","Northampton","Massachusetts",0,35,20,15,57.14,42.86
"Ropetackle Arts Centre","Shoreham by sea",NULL,NULL,70,40,30,57.14,42.86
"Waco Hippodrome Theatre","Waco","TX",NULL,28,16,12,57.14,42.86
"Rontoms","Portland","OR",NULL,21,12,9,57.14,42.86
"Ford's Theatre","Washington","DC",NULL,28,16,12,57.14,42.86
"House of Independents","Asbury Park","New Jersey",500,385,220,165,57.14,42.86
"Meadowbrook Pavilion","Gilford","New Hampshire",0,28,16,12,57.14,42.86
"Rogers Centre","Toronto","ON",50000,21,12,9,57.14,42.86
"Wild At Heart","Berlin",NULL,NULL,77,44,33,57.14,42.86
"Wicomico Youth & Civic Center","Baltimore","Maryland",0,28,16,12,57.14,42.86
"Mr Smalls Theater","Pittsburgh","PA",NULL,21,12,9,57.14,42.86
"The Cutting Room","New York (NYC)","NY",200,77,44,33,57.14,42.86
"Bournemouth Pavilion","Bournemouth",NULL,NULL,63,36,27,57.14,42.86
"ZapposTheatre Planet Hollywood","Las Vegas","Nevada",0,28,16,12,57.14,42.86
"Brady Theater","Tulsa","OK",2800,70,40,30,57.14,42.86
"Unknown venue","Wilmington","NC",NULL,35,20,15,57.14,42.86
"Sycamore Deli","Blacksburg","VA",NULL,21,12,9,57.14,42.86
"Wang Theatre, Boch Center","Boston","MA",NULL,35,20,15,57.14,42.86
